"GHO (CODE)","GHO (DISPLAY)","GHO (URL)","PUBLISHSTATE (CODE)","PUBLISHSTATE (DISPLAY)","PUBLISHSTATE (URL)","YEAR (CODE)","YEAR (DISPLAY)","YEAR (URL)","REGION (CODE)","REGION (DISPLAY)","REGION (URL)","COUNTRY (CODE)","COUNTRY (DISPLAY)","COUNTRY (URL)","AGEGROUP (CODE)","AGEGROUP (DISPLAY)","AGEGROUP (URL)","SEX (CODE)","SEX (DISPLAY)","SEX (URL)","Display Value","Numeric","Low","High","StdErr","StdDev","Comments"
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2014","2014","","WPR","Western Pacific","","LAO","Lao People's Democratic Republic","","AGE40-44","40-44 years","","FMLE","Female","","4.2","4.20000","","","","","Lao National Survey on Women’s Health and Life Experiences "
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2014","2014","","WPR","Western Pacific","","LAO","Lao People's Democratic Republic","","AGE25-29","25-29 years","","FMLE","Female","","5.1","5.10000","","","","","Lao National Survey on Women’s Health and Life Experiences "
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2014","2014","","WPR","Western Pacific","","LAO","Lao People's Democratic Republic","","AGE45-49","45-49 years","","FMLE","Female","","5.0","5.00000","","","","","Lao National Survey on Women’s Health and Life Experiences "
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2014","2014","","WPR","Western Pacific","","LAO","Lao People's Democratic Republic","","AGE15-49","15-49 years","","FMLE","Female","","6.4","6.40000","","","","","Lao National Survey on Women’s Health and Life Experiences Based on definition used in the WHO multi-country study on women’s health and domestic violence; women aged 15-64"
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2014","2014","","WPR","Western Pacific","","LAO","Lao People's Democratic Republic","","AGE30-34","30-34 years","","FMLE","Female","","11.8","11.80000","","","","","Lao National Survey on Women’s Health and Life Experiences "
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2014","2014","","WPR","Western Pacific","","LAO","Lao People's Democratic Republic","","AGE15-19","15-19  years","","FMLE","Female","","13.6","13.60000","","","","","Lao National Survey on Women’s Health and Life Experiences "
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2014","2014","","WPR","Western Pacific","","LAO","Lao People's Democratic Republic","","AGE35-39","35-39 years","","FMLE","Female","","6.8","6.80000","","","","","Lao National Survey on Women’s Health and Life Experiences "
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2012","2012","","EUR","Europe","","LVA","Latvia","","AGE18-49","18-49 years","","FMLE","Female","","7.0","7.00000","","","","","calculated by FRA based on available country data from the 2012 FRA Violence against women: an EU-wide Survey  Women aged 18-74; definition of physical and sexual violence differs from the standard"
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2007","2007","","AFR","Africa","","LBR","Liberia","","AGE25-29","25-29 years","","FMLE","Female","","42.2","42.20000","","","","","DHS "
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2007","2007","","AFR","Africa","","LBR","Liberia","","AGE45-49","45-49 years","","FMLE","Female","","23.1","23.10000","","","","","DHS "
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2007","2007","","AFR","Africa","","LBR","Liberia","","AGE20-24","20-24 years","","FMLE","Female","","44.2","44.20000","","","","","DHS "
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2007","2007","","AFR","Africa","","LBR","Liberia","","AGE15-19","15-19  years","","FMLE","Female","","37.3","37.30000","","","","","DHS "
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2007","2007","","AFR","Africa","","LBR","Liberia","","AGE30-34","30-34 years","","FMLE","Female","","38.0","38.00000","","","","","DHS "
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2007","2007","","AFR","Africa","","LBR","Liberia","","AGE15-49","15-49 years","","FMLE","Female","","35.0","35.00000","","","","","DHS "
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2007","2007","","AFR","Africa","","LBR","Liberia","","AGE35-39","35-39 years","","FMLE","Female","","31.2","31.20000","","","","","DHS "
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2007","2007","","AFR","Africa","","LBR","Liberia","","AGE40-44","40-44 years","","FMLE","Female","","25.7","25.70000","","","","","DHS "
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2012","2012","","EUR","Europe","","LTU","Lithuania","","AGE18-49","18-49 years","","FMLE","Female","","6.0","6.00000","","","","","calculated by FRA based on available country data from the 2012 FRA Violence against women: an EU-wide Survey  Women aged 18-74; definition of physical and sexual violence differs from the standard"
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2012","2012","","EUR","Europe","","LUX","Luxembourg","","AGE18-49","18-49 years","","FMLE","Female","","3.0","3.00000","","","","","calculated by FRA based on available country data from the 2012 FRA Violence against women: an EU-wide Survey  Women aged 18-74; observations based on fewer than 30 responses; definition of physical and sexual violence differs from the standard"
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2015-2016","2015-2016","","AFR","Africa","","MWI","Malawi","","AGE40-44","40-44 years","","FMLE","Female","","23.1","23.10000","","","","","DHS "
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2015-2016","2015-2016","","AFR","Africa","","MWI","Malawi","","AGE25-29","25-29 years","","FMLE","Female","","30.2","30.20000","","","","","DHS "
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2015-2016","2015-2016","","AFR","Africa","","MWI","Malawi","","AGE15-49","15-49 years","","FMLE","Female","","24.3","24.30000","","","","","DHS "
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2015-2016","2015-2016","","AFR","Africa","","MWI","Malawi","","AGE30-34","30-34 years","","FMLE","Female","","23.0","23.00000","","","","","DHS "
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2015-2016","2015-2016","","AFR","Africa","","MWI","Malawi","","AGE35-39","35-39 years","","FMLE","Female","","19.9","19.90000","","","","","DHS "
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2015-2016","2015-2016","","AFR","Africa","","MWI","Malawi","","AGE20-24","20-24 years","","FMLE","Female","","25.3","25.30000","","","","","DHS "
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2015-2016","2015-2016","","AFR","Africa","","MWI","Malawi","","AGE45-49","45-49 years","","FMLE","Female","","15.2","15.20000","","","","","DHS "
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2015-2016","2015-2016","","AFR","Africa","","MWI","Malawi","","AGE15-19","15-19  years","","FMLE","Female","","28.1","28.10000","","","","","DHS "
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2006","2006","","SEAR","South-East Asia","","MDV","Maldives","","AGE30-34","30-34 years","","FMLE","Female","","4.2","4.20000","","","","","Study on Women's Health and Life Experiences "
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2006","2006","","SEAR","South-East Asia","","MDV","Maldives","","AGE15-19","15-19  years","","FMLE","Female","","6.6","6.60000","","","","","Study on Women's Health and Life Experiences "
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2006","2006","","SEAR","South-East Asia","","MDV","Maldives","","AGE15-49","15-49 years","","FMLE","Female","","6.4","6.40000","","","","","Study on Women’s Health and Life Experiences Based on definition used in the WHO multi-country study on women’s health and domestic violence"
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2006","2006","","SEAR","South-East Asia","","MDV","Maldives","","AGE40-44","40-44 years","","FMLE","Female","","5.9","5.90000","","","","","Study on Women's Health and Life Experiences "
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2006","2006","","SEAR","South-East Asia","","MDV","Maldives","","AGE35-39","35-39 years","","FMLE","Female","","5.6","5.60000","","","","","Study on Women's Health and Life Experiences "
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2006","2006","","SEAR","South-East Asia","","MDV","Maldives","","AGE25-29","25-29 years","","FMLE","Female","","9.7","9.70000","","","","","Study on Women's Health and Life Experiences "
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2006","2006","","SEAR","South-East Asia","","MDV","Maldives","","AGE45-49","45-49 years","","FMLE","Female","","4.9","4.90000","","","","","Study on Women's Health and Life Experiences "
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2006","2006","","SEAR","South-East Asia","","MDV","Maldives","","AGE20-24","20-24 years","","FMLE","Female","","6.6","6.60000","","","","","Study on Women's Health and Life Experiences "
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2006","2006","","AFR","Africa","","MLI","Mali","","AGE45-49","45-49 years","","FMLE","Female","","15.8","15.80000","","","","","DHS "
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2006","2006","","AFR","Africa","","MLI","Mali","","AGE40-44","40-44 years","","FMLE","Female","","20.7","20.70000","","","","","DHS "
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2006","2006","","AFR","Africa","","MLI","Mali","","AGE20-24","20-24 years","","FMLE","Female","","23.5","23.50000","","","","","DHS "
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2006","2006","","AFR","Africa","","MLI","Mali","","AGE15-49","15-49 years","","FMLE","Female","","21.5","21.50000","","","","","DHS "
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2006","2006","","AFR","Africa","","MLI","Mali","","AGE30-34","30-34 years","","FMLE","Female","","19.8","19.80000","","","","","DHS "
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2006","2006","","AFR","Africa","","MLI","Mali","","AGE35-39","35-39 years","","FMLE","Female","","21.6","21.60000","","","","","DHS "
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2006","2006","","AFR","Africa","","MLI","Mali","","AGE15-19","15-19  years","","FMLE","Female","","22.6","22.60000","","","","","DHS "
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2006","2006","","AFR","Africa","","MLI","Mali","","AGE25-29","25-29 years","","FMLE","Female","","22.8","22.80000","","","","","DHS "
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2012","2012","","EUR","Europe","","MLT","Malta","","AGE18-49","18-49 years","","FMLE","Female","","5.0","5.00000","","","","","calculated by FRA based on available country data from the 2012 FRA Violence against women: an EU-wide Survey  Women aged 18-74; definition of physical and sexual violence differs from the standard"
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2016","2016","","AMR","Americas","","MEX","Mexico","","AGE15-49","15-49 years","","FMLE","Female","","9.5","9.50000","","","","","PAHO 2018 publication Intimate Partner Violence against Women in the Americas: calculated by PAHO based on available country data from the 2016 ENDIREH ENDIREH methodology; Women aged 15+; sexual violence definition differs from standard"
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2017","2017","","WPR","Western Pacific","","MNG","Mongolia","","AGE15-19","15-19  years","","FMLE","Female","","8.0","8.00000","","","","","2017 National Study on Gender-based violence in Mongolia "
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2017","2017","","WPR","Western Pacific","","MNG","Mongolia","","AGE30-35","30-35 years","","FMLE","Female","","17.7","17.70000","","","","","2017 National Study on Gender-based violence in Mongolia "
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2017","2017","","WPR","Western Pacific","","MNG","Mongolia","","AGE40-44","40-44 years","","FMLE","Female","","14.8","14.80000","","","","","2017 National Study on Gender-based violence in Mongolia "
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2017","2017","","WPR","Western Pacific","","MNG","Mongolia","","AGE20-24","20-24 years","","FMLE","Female","","16.4","16.40000","","","","","2017 National Study on Gender-based violence in Mongolia "
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2017","2017","","WPR","Western Pacific","","MNG","Mongolia","","AGE45-49","45-49 years","","FMLE","Female","","9.5","9.50000","","","","","2017 National Study on Gender-based violence in Mongolia "
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2017","2017","","WPR","Western Pacific","","MNG","Mongolia","","AGE25-29","25-29 years","","FMLE","Female","","17.4","17.40000","","","","","2017 National Study on Gender-based violence in Mongolia "
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2017","2017","","WPR","Western Pacific","","MNG","Mongolia","","AGE15-49","15-49 years","","FMLE","Female","","14.7","14.70000","","","","","2017 National Study on Gender-based violence in Mongolia Based on definition used in the WHO multi-country study on women’s health and domestic violence; women aged 15-64"
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2017","2017","","WPR","Western Pacific","","MNG","Mongolia","","AGE35-39","35-39 years","","FMLE","Female","","12.7","12.70000","","","","","2017 National Study on Gender-based violence in Mongolia "
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2005","2005","","EUR","Europe","","MDA","Republic of Moldova","","AGE30-34","30-34 years","","FMLE","Female","","15.9","15.90000","","","","","DHS "
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2005","2005","","EUR","Europe","","MDA","Republic of Moldova","","AGE35-39","35-39 years","","FMLE","Female","","15.2","15.20000","","","","","DHS "
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2005","2005","","EUR","Europe","","MDA","Republic of Moldova","","AGE20-24","20-24 years","","FMLE","Female","","14.6","14.60000","","","","","DHS "
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2005","2005","","EUR","Europe","","MDA","Republic of Moldova","","AGE15-19","15-19  years","","FMLE","Female","","15.1","15.10000","","","","","DHS "
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2005","2005","","EUR","Europe","","MDA","Republic of Moldova","","AGE40-44","40-44 years","","FMLE","Female","","12.5","12.50000","","","","","DHS "
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2005","2005","","EUR","Europe","","MDA","Republic of Moldova","","AGE25-29","25-29 years","","FMLE","Female","","14.5","14.50000","","","","","DHS "
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2005","2005","","EUR","Europe","","MDA","Republic of Moldova","","AGE15-49","15-49 years","","FMLE","Female","","14.6","14.60000","","","","","DHS "
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2005","2005","","EUR","Europe","","MDA","Republic of Moldova","","AGE45-49","45-49 years","","FMLE","Female","","15.0","15.00000","","","","","DHS "
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2015","2015","","AFR","Africa","","MOZ","Mozambique","","AGE25-29","25-29 years","","FMLE","Female","","18.7","18.70000","","","","","AIS: Inquérito de Indicadores"
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2015","2015","","AFR","Africa","","MOZ","Mozambique","","AGE18-49","18-49 years","","FMLE","Female","","15.5","15.50000","","","","","AIS: Inquérito de Indicadores"
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2015","2015","","AFR","Africa","","MOZ","Mozambique","","AGE30-39","30-39 years","","FMLE","Female","","16.1","16.10000","","","","","AIS: Inquérito de Indicadores"
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2015","2015","","AFR","Africa","","MOZ","Mozambique","","AGE18-19","18-19 years","","FMLE","Female","","10.3","10.30000","","","","","AIS: Inquérito de Indicadores"
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2015","2015","","AFR","Africa","","MOZ","Mozambique","","AGE40-49","40-49 years","","FMLE","Female","","14.1","14.10000","","","","","AIS: Inquérito de Indicadores"
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2015","2015","","AFR","Africa","","MOZ","Mozambique","","AGE20-24","20-24 years","","FMLE","Female","","15.3","15.30000","","","","","AIS: Inquérito de Indicadores"
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2013","2013","","AFR","Africa","","NAM","Namibia","","AGE40-44","40-44 years","","FMLE","Female","","16.3","16.30000","","","","","DHS "
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2013","2013","","AFR","Africa","","NAM","Namibia","","AGE35-39","35-39 years","","FMLE","Female","","17.3","17.30000","","","","","DHS "
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2013","2013","","AFR","Africa","","NAM","Namibia","","AGE45-49","45-49 years","","FMLE","Female","","20.2","20.20000","","","","","DHS "
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2013","2013","","AFR","Africa","","NAM","Namibia","","AGE15-19","15-19  years","","FMLE","Female","","52.0","52.00000","","","","","DHS Based on 25-49 unweighted cases"
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2013","2013","","AFR","Africa","","NAM","Namibia","","AGE15-49","15-49 years","","FMLE","Female","","20.2","20.20000","","","","","DHS "
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2013","2013","","AFR","Africa","","NAM","Namibia","","AGE30-34","30-34 years","","FMLE","Female","","19.4","19.40000","","","","","DHS "
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2013","2013","","AFR","Africa","","NAM","Namibia","","AGE25-29","25-29 years","","FMLE","Female","","20.5","20.50000","","","","","DHS "
